	M19501	M14416	M36557	M08351	M24820	M19107	M04827	M07055	M10364	M11363	M29695	M11955	M29307	M29227	M12084	M10482	M14444	M25147	M29684	M25693	M14002	KR494	M11600	M16690	R2846	M12066	H.pittmaniae	M29400	M21501	M6399	M28853	M28745	M28702	PittEE	M26429	M37982	M19476	M12373	2019	M36606	M16180	F3047	M36605	M37248	M12086	M21639	M10540	M14486	M28801	M10991	M36564	H.massiliensis	M24471	M07572	M10230	M36582	HK386	M11696	NCTC8143	M16386	M21621	M08234	M11818	M12252	M3825	10810	M29331	M23816	M3844	M19080	RdKW20	F3031	M16859	M10210	H.sp._C1	M29197	M11879	H.sputum_genomic	M25364	M28687	M06436	M21127	H.parainfluenzae	H.paraphrohaemolyticus	M15301	M27986	M25342	M27987	PittGG	M16860	M12353	M14079	M14700	M29202	M11900	CGSHiCZ412602	M26026	M12969	M11311	M28888	M28405	M11840	Histophilus_somnus	M29179	86-028NP	M15928	M28770	M09394	M03959	M13539	M07066	M11921	M10178	M05964	M14626	M04828	M29697	M26032	M12178	M04744	M36580	M29658	M3835	M28356	M11908	M29323	R2866
M29331	0.9307087369019018	0.9705694011167543	0.9988447163801727	0.9800190779523761	0.9785149129546106	0.9170793299649067	0.953666214304959	0.9542627723295009	0.9854397792911257	0.9730681518953093	0.9811702016613182	0.9788754201803241	0.9727187744775488	0.9725662289549113	0.9768493684676971	0.9711128404852643	0.9777467216835577	0.970473493983825	0.9759142488912431	0.9788733735073336	0.9712399265961472	0.9543281663384456	0.970977059233287	0.9195211788876002	0.9719947865011062	0.9712870387663911	0.8634039657047052	0.9815236993432918	0.9193331917747736	0.9844183543327589	0.9711132208995172	0.9710377268439659	0.9771814604250423	0.9722385344205692	0.9989606846821462	0.9706037945938704	0.9193866598446698	0.9753094884521564	0.9706931161525322	0.998644360657661	0.9773049975031473	0.9690895762492366	0.9710879493644333	0.971642165494513	0.9712823919416961	0.9200116215811969	0.9542950463790169	0.954401154579993	0.9707303386322887	0.9738520030860359	0.9580368226229129	0.8648581383773022	0.9717667609676338	0.9851058406838014	0.971584980557592	0.9987361169050559	0.9192739174743073	0.9759337510598164	0.986591691914151	0.9160897411738284	0.9169826832123155	0.9730592287208942	0.9187462662344476	0.9707864135152069	0.971335964610335	0.9723154938116529	1.0	0.9836262183053475	0.9555566647262861	0.9237741787923673	0.9734437123605147	0.9686038927896655	0.9195211788876002	0.9707356422928066	0.9269912865890564	0.9850626162498689	0.9852799583400274	0.8654461473338231	0.849493723253464	0.9760341138713895	0.9725901903442307	0.9191383623348561	0.8594047859337505	0.8801773293280442	0.9527967804580244	0.9724845396666608	0.9186266291815037	0.9724975608291679	0.9721089527729885	0.9774900062508836	0.9713465644865613	0.9717879024106849	0.969657246191047	0.9769734865101534	0.9860298138107261	0.9696883341577829	0.9984472785515937	0.9849904154856209	0.9724293064460474	0.9713422965401444	0.9774190541540653	0.9714611573685932	0.8473596155357684	0.9840020950862679	0.9865305913564003	0.9719896295885739	0.9853911873247357	0.9732550239014636	0.9738808060642169	0.9769129077070641	0.9547409974512965	0.9711789877147233	0.9535050920084406	0.9719239759223126	0.9725936956914341	0.9728704648858938	0.9979796138635558	0.9980921557789322	0.9703567756571201	0.9531786965480277	0.9724374911208978	0.9775366163227206	0.9716159291371819	0.9712076298642545	0.9791703250064377	0.9697771717746976	0.9719853098106813
M23816	0.9300403974544353	0.9696932695690821	0.9835466948604676	0.9797820259469036	0.9780226099870267	0.9176941208702637	0.9543826643072242	0.9547658818489451	0.9865513530278021	0.9719660270297655	0.9824133698371333	0.9791910297480816	0.9711066086481922	0.9714909198725076	0.9773814648338518	0.9708922705401875	0.9779574929452955	0.969698839463119	0.9757700238196473	0.9787783598927063	0.970447597304854	0.9544865426664633	0.9703593482368417	0.919257791364479	0.9718983377986358	0.9706773253878516	0.8634793381790198	0.9824924760963324	0.9193977496667729	0.985157878945343	0.970950932017704	0.970347889346496	0.9782905880645594	0.9709507373189598	0.983630126777828	0.9697687715821155	0.9190144515056721	0.9753297295361799	0.9694547261784023	0.9835838563800342	0.9776024592935957	0.9681150374324952	0.9707295175820432	0.970333151155069	0.9701115347917192	0.9196774345036871	0.9548731892782304	0.9549809648985063	0.9697665817469269	0.9727486754082102	0.9579450418160096	0.8630237536955857	0.9707990138596516	0.9855834845374406	0.9707164201456896	0.9835508204946596	0.9192546318513023	0.9757416421094839	0.9882640851978289	0.9160825821836985	0.9166944487614617	0.9724666418436494	0.9189229523618909	0.9700088398628385	0.970426146698095	0.9713620834483516	0.9836262183053475	1.0	0.9563636602755973	0.9237985545967723	0.9722797449654833	0.9681500303129739	0.9191980183846252	0.9699473664303151	0.9268995039868897	0.9869248428532386	0.9870900795546259	0.8626150463911764	0.8506626001417557	0.9756568182694991	0.9714888528926887	0.9188307791083941	0.8592123737992824	0.8807876447876448	0.9527160137584689	0.9714536615850976	0.9187012372585527	0.9714468967803195	0.9708826195014388	0.9772139841431616	0.9705627242871178	0.9708178201927036	0.9696984678759544	0.9771525845411171	0.9868401220070321	0.9691193340342323	0.9836869048963892	0.9868414170239546	0.9712174481985844	0.9704239550262466	0.9780013397370236	0.9703719501989809	0.8459395614191478	0.9842733586961905	0.9832965843276442	0.9717408579432376	0.987015016899049	0.972685222371931	0.9728109666497925	0.9772603036167338	0.9548562673795404	0.970405023449094	0.9537829642999684	0.9711617026186344	0.9714151271434353	0.9720777813074807	0.9831201548097542	0.9834020638787576	0.969955981475001	0.9539986059622869	0.971321167238453	0.9781431620652614	0.9713582953450712	0.9703997008703809	0.9789333393997267	0.9685888732525618	0.9710386896607724
M3844	0.9279521569476183	0.9552363928120539	0.9554799533537939	0.9545022061090487	0.9551756131505378	0.9139436003165077	0.9695216505741688	0.9692613000860149	0.9557148806617457	0.9538465570349459	0.9561338576327328	0.9562446282467714	0.9546844845357126	0.9544071926420661	0.9547769207506023	0.9532862843386208	0.9554203137071494	0.9553485938898582	0.9552081984140146	0.9544868044257975	0.9550035423525634	0.9692952145788125	0.9554092752784883	0.9162274702691776	0.9548101411544389	0.9557425799848182	0.8637919381671981	0.9559594261065854	0.9166033567218045	0.9565115949442695	0.9555964948169151	0.9549207565367137	0.9563484840605335	0.9545099804436226	0.9555266768622541	0.9561299983806074	0.9165927027610526	0.9550959517755757	0.9551066244252903	0.955534631505318	0.9555426889409079	0.950542504720356	0.9546780478000445	0.9557358908151974	0.9566961820135689	0.9170235108765331	0.9692470974778732	0.9692474560857676	0.9560491557997269	0.9528985353086233	0.9682098358837111	0.8728221415607985	0.9552307426244203	0.9562594575009087	0.9548758927602818	0.9555095188595913	0.9161371289806778	0.9554848966613673	0.955340125188965	0.9131116666043707	0.9145233070116641	0.9523717430819014	0.9156726531140118	0.9561146023556124	0.9552705094002354	0.9526837870339211	0.9555566647262861	0.9563636602755973	1.0	0.9206061970791632	0.9530101685539109	0.9517776615548915	0.9161718455956268	0.9551737911673931	0.9272083271151552	0.9552889510243623	0.9553379415819456	0.8613994398185113	0.8509088424217576	0.9551700924893424	0.9530116326963337	0.9163046999821705	0.8597256192190701	0.8778156577633202	0.9697561816470933	0.9529547013618712	0.9158530450748006	0.9529746197837249	0.95425693679115	0.9546186495642441	0.9554790089723305	0.9551600793529681	0.954555674350609	0.9546874353005564	0.9549866530777914	0.9564224699062673	0.9555646445762827	0.955418277186601	0.9547325832909211	0.9554126285883804	0.9567511915350442	0.9566855114580122	0.8458149779735683	0.9559391523810163	0.9549632502877443	0.9544019257383219	0.9554409185673536	0.9539753376180593	0.9534455814585543	0.9548490332687224	0.9689618620414907	0.9552430551248633	0.969793635746619	0.9554842865980061	0.9545407045494129	0.9534666698445466	0.955095957108955	0.9555396143063051	0.9560784233839392	0.9695022649844633	0.9545095135221145	0.9567387014284064	0.954523494843823	0.9555259066981128	0.9544760274907401	0.9555684442927652	0.9561311056622589
M19080	0.9485122922275945	0.9235791729439266	0.9238364402750235	0.9236302650330818	0.9232662772472773	0.9506341060443135	0.9206081735030492	0.9202736561096299	0.9235560812949561	0.9235717704914645	0.9232060079755471	0.9232766970122559	0.923887670220727	0.9236691347496795	0.9232811337836428	0.9234973751058425	0.9236903703683412	0.9230647234373535	0.923236073166918	0.9232881112871679	0.9236696723111133	0.9203263960795485	0.9235209984276622	0.9513240503963231	0.9232859394944415	0.923386140294257	0.8746680102206068	0.9233382353739208	0.9489294325398173	0.9233329106000484	0.9237986883711639	0.9237472989089563	0.9236588790649188	0.9234825417855757	0.9238441610814146	0.9229127528786311	0.9526991744005747	0.9232236733100387	0.9232593264880388	0.9238448058913603	0.9235420104823424	0.9232750520401687	0.9237652696471357	0.9236350704648655	0.9239036844313219	0.9490958669801316	0.9203027364428805	0.9203313127287318	0.9231101561142571	0.923730758978344	0.9206986121728622	0.8602939792595938	0.9240148361748518	0.9234176426655919	0.9241106520821256	0.9238006645969388	0.9526106422828584	0.9233864141431785	0.9236220616507003	0.9406681669547053	0.9506930402768289	0.9237275435723782	0.950575748078428	0.9230838234161983	0.9231835488083804	0.9233940856970428	0.9237741787923673	0.9237985545967723	0.9206061970791632	1.0	0.923892499349844	0.922058029289913	0.9513240503963231	0.9235068924152865	0.9485533224718421	0.9234723818206135	0.923330122633248	0.8762972794405692	0.8539355664139593	0.9232412916041702	0.9235094628747186	0.9513946847158392	0.86423108272574	0.882374845933968	0.9193592252829799	0.9237404445272361	0.950195890130257	0.9237630392893973	0.9230698161436358	0.9237635897809706	0.9234310777935169	0.9232761114134496	0.926445425181732	0.9232382126132151	0.9237561585611688	0.9234250681720589	0.9238322013061537	0.9234357480167634	0.9235989013989145	0.9234223683033412	0.9234204804045512	0.9236913765381638	0.8474056549601489	0.9232627229078352	0.923241117589953	0.9230368378211897	0.9234964161169927	0.9234075542292715	0.9241822012409507	0.9232078910400447	0.9205310237688783	0.9237635063104194	0.9210376904688675	0.9233690132682337	0.9235737153680924	0.9238911588592378	0.9238560000983103	0.9238985395514614	0.9234276963165293	0.9206382182790158	0.9236855246031811	0.923398978886922	0.9237933389407256	0.9239243082692508	0.9231415334619377	0.9239730006812128	0.9239253472847195
RdKW20	0.9301754204998937	0.9696637390109288	0.9732226190268172	0.9735754364592866	0.9732303844674872	0.916748772894519	0.9510684318113064	0.9514162762762033	0.9732459576636161	0.9771294156487289	0.9725094798493236	0.973541201659451	0.9759345309936249	0.9707570948749263	0.9734320632861464	0.973387848876283	0.9742015875122211	0.9718174571992565	0.9728809502830321	0.9740417261640297	0.97063023964861	0.9516503235558358	0.9709719327443771	0.9191551276833154	0.9718815353496828	0.9742359145657233	0.8630170106208445	0.972771579544522	0.918419692008232	0.9735669097090281	0.9694385029460582	0.9714655734738867	0.9730899994164125	0.9709671105527049	0.9734898142667109	0.973645784811198	0.9189736749559708	0.9727715454500571	0.969938912207483	0.9731825172599993	0.9737224217349724	0.9731019037753196	0.9729781874888265	0.9702663562320384	0.9741899631335275	0.9185437574689554	0.9514148032613238	0.9515621812742232	0.9737712257854161	0.9943998227756067	0.9547362284687352	0.8550137947038651	0.97096815828144	0.9735686989174069	0.9710869561361133	0.9732351497063056	0.9193093981499116	0.972743374422876	0.9743437156072655	0.9156274588915838	0.9169075390739966	0.9799096851985389	0.9183770521469423	0.9741485696906601	0.9748429835147508	0.9769864237319402	0.9734437123605147	0.9722797449654833	0.9530101685539109	0.923892499349844	1.0	0.9727700697902943	0.9191551276833154	0.9710872933577891	0.9260806458773748	0.9739552792271616	0.9739392173880594	0.8605862048791904	0.8437830157747095	0.972899996844406	0.977124700189206	0.9185603594103406	0.8593110694692601	0.877357661989768	0.9489901729899017	0.9769894174137794	0.9184377952128095	0.9769530960642364	0.9751052225381369	0.9741907118646081	0.9711064234622847	0.970618653236648	0.9710597241856113	0.9734024532553225	0.9741933981250456	0.9713029586569922	0.9734307183004525	0.9738786252718034	0.9708192477948847	0.9711015260715146	0.9721092467926619	0.9743611123181045	0.8413973799126637	0.9738196719238115	0.9737724780338791	0.971405833679321	0.9740628661552543	0.9774265264612872	0.9995306706201453	0.9733945424947368	0.9518908847419139	0.9706007904711186	0.9511277809796532	0.9706024772966034	0.9709260130468266	0.9765977003947574	0.9732648438032311	0.973310051335127	0.9725706695055372	0.9510541944114277	0.9707611998479198	0.9721327944358819	0.9741536685029271	0.9749740505511196	0.9740540230427718	0.973831004684243	0.975796318238303
F3031	0.9286776711950788	0.9664303925007475	0.9689433043082493	0.9692919915206797	0.9685308709465102	0.9166952723147248	0.9488029107805835	0.949369967043267	0.9686606446879729	0.9719816800468889	0.9688190589123052	0.9692041274542589	0.9702131471088776	0.9679875994487815	0.9689439266986286	0.9695100303395356	0.9694973409831128	0.9675005199695933	0.9685780604180012	0.9698358154282068	0.9670376741020481	0.9496264164584217	0.9670031676768063	0.9180958571020766	0.9686223137708394	0.9693299099426096	0.8761206510958558	0.9689706971616313	0.9182335633144048	0.9687847937621347	0.9670080032107276	0.967572360271457	0.9686698216779888	0.9683686922382935	0.9689496831020289	0.9685895861476115	0.9189584816300066	0.9681196870911555	0.9669820918354701	0.9688551246234146	0.9693337572417691	0.9769846957229997	0.9687139698394106	0.9673471503854787	0.968435219067855	0.9193073594165803	0.94953893975366	0.9497980829249925	0.9685586269409051	0.9733963393589357	0.9529857669838355	0.8761032502101429	0.967290380384102	0.9689899297888516	0.9671298782060033	0.9690272225159315	0.9193773980555852	0.9684917935863421	0.9697096935703498	0.9151191144683503	0.9169587037776017	0.9735820139096666	0.9175707818181562	0.9674615725520436	0.9705175310647883	0.9725920616591311	0.9686038927896655	0.9681500303129739	0.9517776615548915	0.922058029289913	0.9727700697902943	1.0	0.9180987524280675	0.966822652622793	0.9251858149575667	0.9697407693143341	0.9696635013847211	0.86622069412263	0.8541338445671912	0.9685264278633755	0.9720522565177036	0.9187203729500926	0.8598466266245403	0.877566277531773	0.9479053202996013	0.9723134193471166	0.9182182811270855	0.9723403599139612	0.9703607260473309	0.9697616709103798	0.9670102098354292	0.9675085732782445	0.9668431644838622	0.968900502566134	0.9692911261956485	0.9683471959841586	0.9689262166851376	0.9697675204744857	0.9681808535715413	0.9663100422992165	0.9683924941873827	0.968753821585568	0.8492512682598863	0.9695311114361015	0.9696544706740471	0.968365594477842	0.9696222289123151	0.9721376366532177	0.9727772181809928	0.9688497943544411	0.9500965929048121	0.965964431329067	0.9491250608804557	0.9676296010437915	0.9678566780896196	0.9727458195198367	0.9686244271355854	0.9687876534518943	0.9673989133170373	0.9487084629256364	0.9678028487921663	0.9683546649166281	0.9696604985944209	0.9687599395794507	0.9698982629094836	0.9677149396071928	0.9695202293527296
M16859	0.9449218897598126	0.9189081286337933	0.9190863473336284	0.9190720068948943	0.9190409309791332	0.9525295066695549	0.9158349495521803	0.9158475621543765	0.9191094692684926	0.9193215326178648	0.9193675340309287	0.9194238984964017	0.919621051391257	0.9189640199804087	0.9192020364156961	0.9186291578850911	0.9192299356876343	0.9193519669994058	0.9192726110463982	0.919298949171436	0.918799201367109	0.9159687630202703	0.9189564402611943	0.9994634127247981	0.9189614319583459	0.9196600118654308	0.8743072204619771	0.9192733538542073	0.9512673520197705	0.9194585289183036	0.91852152140217	0.9192335985582575	0.9194687378027058	0.9190277199975991	0.9192646334314079	0.9189503255156357	0.9558694922934775	0.9194431964557422	0.9186692333398697	0.9191984971132486	0.9189550924567068	0.9199332487235217	0.9188923939232475	0.9189639627521059	0.9193745498157907	0.9511700041982384	0.9158844053294883	0.9156313700394718	0.9191755278184051	0.9186742076871903	0.9167348234485206	0.8665381985454094	0.9191256213907041	0.9195447708402403	0.9190559463329798	0.919166076218781	0.9553119423546925	0.9192785242629257	0.9193849074462694	0.9455253096633564	0.9564433080906933	0.91901570860242	0.95680789433532	0.9190172976974822	0.9195792657489971	0.919613404684456	0.9195211788876002	0.9191980183846252	0.9161718455956268	0.9513240503963231	0.9191551276833154	0.9180987524280675	1.0	0.9191738729325617	0.9441074463361723	0.9193563420049892	0.9193520890117632	0.8766697163769441	0.862405138192326	0.9192623603009914	0.9196510814464692	0.9560859569519116	0.8638473167543588	0.8788839667366131	0.9150475479630044	0.9196140997204253	0.9556238997482499	0.9196807311276252	0.9188899771465883	0.9194979067983474	0.9189813742527135	0.9185698089039075	0.9228268653412158	0.9192154948759862	0.9193766138352099	0.9196080674115286	0.9192653292435595	0.9193264782018445	0.9188422452248306	0.9189404745269364	0.9192856416593935	0.9196245474873146	0.8494005442910731	0.9185460485670872	0.9188984121361562	0.9187059225007489	0.91957298624038	0.9192153642014871	0.9195659656477992	0.9192305857173043	0.9159720343970392	0.919339585467728	0.9171736470857468	0.9186016756092131	0.9189063276677137	0.9197538990665279	0.9194109448649204	0.9192680966380411	0.9180624701859056	0.915691253291213	0.9189791835194625	0.9193200197467291	0.9198415182186791	0.919496638035999	0.9192966128177606	0.9195485984710593	0.9196995920257894
M10210	0.9307679665255612	0.9787073618964071	0.9713404036672918	0.9716023029040227	0.9709404824163889	0.916921609640772	0.9538103915680285	0.9542583081082104	0.970162777676905	0.9706710547314651	0.9697740720063723	0.971084961845949	0.970500027904982	0.9715531091866831	0.9693419076929477	0.9723548910466304	0.9711201821496359	0.9707856047517841	0.9698116355075409	0.9704032928353243	0.971094269315998	0.9543470547900297	0.99537730402488	0.9191738729325617	0.9710573905237072	0.9698376154991851	0.8654505209001017	0.969752143986084	0.9183999699831026	0.9701714529814955	0.9772525046994771	0.9711348734316634	0.9700847573706359	0.9716568192821464	0.9714047313524586	0.9697065678845465	0.9192327848379055	0.9690960039042713	0.9786504425370735	0.9711963685844283	0.9704137344571063	0.9674970519734437	0.9721890705172876	0.9709098602819891	0.9701969986738822	0.918845318019029	0.9543027119387226	0.9546505965424884	0.9697817863223069	0.9715217039700412	0.9571010855568968	0.864226659000337	0.9714006219518975	0.9700949751695827	0.9712552280407634	0.9711833165885011	0.919682095859623	0.9696635540193813	0.9702414383532413	0.9162773245359844	0.9167407731249411	0.9707000930240259	0.9185126797125296	0.9701438006464003	0.9701850554582604	0.9705662573747506	0.9707356422928066	0.9699473664303151	0.9551737911673931	0.9235068924152865	0.9710872933577891	0.966822652622793	0.9191738729325617	1.0	0.9279398461927127	0.9706203524343745	0.9704869206993436	0.8681188883462617	0.8586619695338749	0.9698967457321823	0.9711331562511473	0.9191778081225831	0.8610091218542498	0.8835733726713165	0.9529846908869187	0.9711097949675852	0.9184735054833953	0.9710900745942345	0.9700766378945057	0.9697720038428088	0.9957929063864711	0.9706197170076349	0.9700404493317938	0.9693727574696726	0.9704631583048661	0.9709660917041003	0.9715809123858338	0.9705204745144294	0.9719965501453411	0.9957611122132743	0.9709777914071748	0.970178051826156	0.8457127437091008	0.971827455847996	0.9710936353834582	0.9715718797553256	0.9704541020388254	0.9707511036133384	0.9715520888576383	0.9694950823943961	0.9546593867025047	0.9867230001924203	0.953431827286575	0.971041832063946	0.9720068682340632	0.9714036559296809	0.9706381309053348	0.9710506010858212	0.9684702915674286	0.9537913697921292	0.9714248185225937	0.9710898220647108	0.9724958064026991	0.97038658260973	0.9703068506170699	0.968705616393632	0.9704801025184183
H.sp._C1	0.9461044083443362	0.9269183413677247	0.9270163632629462	0.9261933308127933	0.9264049838014308	0.9410151216835008	0.9279825568730384	0.9274227391164132	0.9270782259258934	0.9265287423822866	0.9269943122256081	0.9268238699816795	0.9271584502591755	0.9269216245121171	0.9265226001856104	0.9267677733129162	0.9266606346854273	0.9271670322078209	0.9265858849882955	0.9263172435648713	0.9266468466336669	0.9277146320384118	0.9277565920608194	0.9441074463361723	0.9266367805431031	0.9267417552229206	0.8696059777771624	0.927006879891183	0.9430385913002688	0.9269879479423822	0.9273830197369544	0.927341160816588	0.9267796442118437	0.9269705410722257	0.927055828756391	0.9265066418398807	0.9448643469940838	0.9266510362409853	0.926686157469444	0.9270288763641863	0.9264546466954753	0.9256124764052531	0.9271081662030267	0.9267722311916525	0.926995228946182	0.9430600158300865	0.9275142545599401	0.927521099212224	0.9266644207121921	0.9264482358426672	0.9268958463533609	0.8548283666540928	0.9270440251572327	0.9272503346147989	0.9270509488133463	0.926989120816905	0.9435122042204399	0.9268483880783697	0.9269062764983497	0.9346519726431615	0.9428711599559136	0.9265422923206451	0.9441235910033275	0.9267078113877113	0.927003956032486	0.92623663189626	0.9269912865890564	0.9268995039868897	0.9272083271151552	0.9485533224718421	0.9260806458773748	0.9251858149575667	0.9441074463361723	0.9279398461927127	1.0	0.9271440754142946	0.9270847806152221	0.8781046583512128	0.8498011680236771	0.926549938175273	0.9266867933222874	0.9438702460850112	0.862391606698746	0.8751719126293473	0.9266654791592448	0.926636555896745	0.9436861808546736	0.9266463953077024	0.9267300700588972	0.9264214091958056	0.927747968705227	0.926954354273611	0.9291986443336507	0.9264914387632969	0.9270593812486452	0.9269141141141142	0.9270164248299279	0.9271685289517944	0.9269428656627199	0.9277422333172683	0.9264335011016547	0.9270529036340147	0.8429981452899443	0.9264298935191806	0.926539907485424	0.9265755617722543	0.9272073058249967	0.9263907458833813	0.926520305948499	0.9264744008894318	0.927514997280574	0.9275630398625629	0.9275294208748859	0.9269947735550963	0.9269640625236848	0.926787341801359	0.9270568903375012	0.9270705458780958	0.9263144342659074	0.9279125503552038	0.9269868705518145	0.9264242989632195	0.9267527481777712	0.9264838996486418	0.9264127973740087	0.9270060389964987	0.9266596890955323
M29197	0.9299809793988868	0.9704275995886631	0.9854093006027544	0.9794738678627052	0.9786599997077867	0.9174069424914482	0.9534696797673298	0.9539529299642922	0.9890922283354383	0.973832227962247	0.9839629347956169	0.9804593399265604	0.9719346091397991	0.9719369454296227	0.9786249587625597	0.9717180445823927	0.9791470257135175	0.9703509477222814	0.9772234143777944	0.9796192427016538	0.9718630079533297	0.9539089179568897	0.9708428894714699	0.9193563420049892	0.972272267925197	0.9717930879424782	0.8644240483569924	0.9842541527872758	0.919449587036111	0.98722211782776	0.9710437852461917	0.970642317089286	0.9793648816520996	0.9713774765705393	0.9851962602865032	0.970930759860902	0.9192816074257786	0.9765483535107203	0.9704294359758483	0.9851934837177176	0.9788900604196468	0.969700123839522	0.9710127145743721	0.9714305895233134	0.971190568279459	0.9197821006091061	0.9540887909779985	0.9541601131408542	0.9709868430106935	0.9744638161576729	0.9576702026746357	0.8654592768252503	0.9723187677409765	0.9878518006138948	0.9720892240098771	0.9852393804264715	0.9192882460348717	0.9768132909155178	0.99013258506236	0.9160015031825923	0.9166379822295183	0.9740559056998516	0.9184252208473773	0.9710567359419049	0.9714690814335321	0.9730918662455345	0.9850626162498689	0.9869248428532386	0.9552889510243623	0.9234723818206135	0.9739552792271616	0.9697407693143341	0.9193563420049892	0.9706203524343745	0.9271440754142946	1.0	0.9985705790192216	0.8646304176516942	0.8489314352326115	0.9773059156439349	0.972998645185904	0.9186705481826009	0.8595866557031606	0.8814176694142459	0.9520103097289325	0.9733144355858752	0.9185743068556655	0.9733298041164593	0.9724177615244861	0.9779081416722277	0.9711316038551364	0.9713033664441496	0.9695488786250038	0.9786835473936263	0.9893593096333033	0.9702228795458462	0.9855680815168206	0.9974820125645849	0.9716130058391795	0.9710930982793623	0.9791907744440429	0.9716083113864278	0.8454497371630885	0.9869277738324633	0.9853301238271241	0.9723151059266006	0.9979163478933962	0.9739280818102107	0.9742931880590563	0.9786504826499499	0.9544070560405408	0.9710867958387851	0.9533638209921781	0.9724391768164042	0.97172162162002	0.9734002810308965	0.9847476969239142	0.9851108433707882	0.9707152712511747	0.9530102908000865	0.9718879807524298	0.979182345383238	0.9719411830184296	0.9712159486106543	0.9799993099372377	0.9697518641782871	0.9722409140334497
M11879	0.9297425969779822	0.9704974221020142	0.9856152138774991	0.9797945103534815	0.9788695046150185	0.9167838128752357	0.953543761578374	0.9539596727150775	0.9891579775875449	0.9737607728713096	0.9842495809576675	0.9804474002822426	0.97204755875462	0.9718594232323947	0.9786170467675294	0.9715411911711301	0.9793017231963428	0.9703108003108003	0.9774390957733741	0.9798233026833508	0.9720547730252718	0.9538295271887798	0.9707949998470973	0.9193520890117632	0.9722522426911704	0.9714018653283907	0.8644912689772231	0.984452587599515	0.9193798439220696	0.9877148832060509	0.970798112144266	0.9705338396406372	0.9794610566922158	0.9712252823672092	0.9855523413406275	0.9708888355995398	0.9192099244441085	0.9766969962202978	0.9705258941924427	0.985542309971476	0.978786825763593	0.9697245426270076	0.9711268060562707	0.9714068115764777	0.9711467592978318	0.9200204384143629	0.9540530330990105	0.9540885738351852	0.9708508613278048	0.9742832306170357	0.9578665590112262	0.8654528654528655	0.9724298213098453	0.9881115484091002	0.9722974466835663	0.9854749931951013	0.9192135702403792	0.9768709608692564	0.990558669560007	0.9157782036959853	0.9167494549812979	0.9740750518439235	0.9184087704287893	0.9710555599507305	0.9716055424148925	0.9729348408325681	0.9852799583400274	0.9870900795546259	0.9553379415819456	0.923330122633248	0.9739392173880594	0.9696635013847211	0.9193520890117632	0.9704869206993436	0.9270847806152221	0.9985705790192216	1.0	0.8641099077015433	0.8490431011882409	0.977287987289071	0.9730303585505619	0.9188160831482614	0.8591818691239649	0.8812070965994183	0.9520999371083716	0.9733461972614491	0.9185102092369082	0.9733650296131067	0.9726909412551203	0.9780704904371538	0.9710640975133622	0.971459743564589	0.9694064918837528	0.9786579820017286	0.9894330013156443	0.9700773759177999	0.9857487750351576	0.9983616679701972	0.9715489274127853	0.9709506535044654	0.9792229983580553	0.9715501658131639	0.8451761235467639	0.9872447057050268	0.9855239411098274	0.9724748404082153	0.9986596173963521	0.9738235278048757	0.9743270158096733	0.9786777122577616	0.9543516577670068	0.9706716492218662	0.9532827578345527	0.9724290356662988	0.9716208194094322	0.9734333366944188	0.985018638585985	0.9853591300556527	0.9707702785172868	0.953001154195017	0.9718003951370312	0.9793471698933578	0.9717732706776071	0.9711637469183662	0.9799218600999111	0.9697251246734743	0.972237242726021
